--- ZNALEZIONE MOŻLIWE TRASY ---
[ OK ], CYSTERNA_B1b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 2)
[ OK ], B1c_OUT , B2c_IN ,(Liczba segmentów: 18)
[ OK ], B2b_OUT , B1b_IN ,(Liczba segmentów: 18)
[ OK ], B3b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 18)
[ OK ], B9b_OUT , B3c_IN ,(Liczba segmentów: 18)
[ OK ], B10b_OUT , B4c_IN ,(Liczba segmentów: 18)
[ OK ], AP1_OUT , B2b_IN ,(Liczba segmentów: 18)
[ OK ], AP1_OUT , B7c_IN ,(Liczba segmentów: 18)
[ OK ], AP1_OUT , B10c_IN ,(Liczba segmentów: 18)
[ OK ], AP2_OUT , B3b_IN ,(Liczba segmentów: 18)
[ OK ], AP2_OUT , B8c_IN ,(Liczba segmentów: 18)
[ OK ], AP2_OUT , B9c_IN ,(Liczba segmentów: 18)
[ OK ], NIEBIESKI_OUT , B1b_IN ,(Liczba segmentów: 18)
[ OK ], NIEBIESKI_OUT , B6c_IN ,(Liczba segmentów: 18)
[ OK ], NIEBIESKI_OUT , B11c_IN ,(Liczba segmentów: 18)
[ OK ], CYSTERNA_B1b_OUT , B3b_IN ,(Liczba segmentów: 18)
[ OK ], MAUZER_OUT , B5c_IN ,(Liczba segmentów: 18)
[ OK ], MAUZER_OUT , B12c_IN ,(Liczba segmentów: 18)
[ OK ], MAUZER_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 18)
[ OK ], CYSTERNA_B10b_OUT , B5c_IN ,(Liczba segmentów: 18)
[ OK ], CYSTERNA_B10b_OUT , B12c_IN ,(Liczba segmentów: 18)
[ OK ], CYSTERNA_B10b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 18)
[ OK ], B1b_OUT , B1b_IN ,(Liczba segmentów: 19)
[ OK ], B2b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 19)
[ OK ], B9b_OUT , B1c_IN ,(Liczba segmentów: 19)
[ OK ], B9b_OUT , B2c_IN ,(Liczba segmentów: 19)
[ OK ], B10b_OUT , B3c_IN ,(Liczba segmentów: 19)
[ OK ], AP1_OUT , B1b_IN ,(Liczba segmentów: 19)
[ OK ], AP1_OUT , B6c_IN ,(Liczba segmentów: 19)
[ OK ], AP1_OUT , B11c_IN ,(Liczba segmentów: 19)
[ OK ], AP2_OUT , B2b_IN ,(Liczba segmentów: 19)
[ OK ], AP2_OUT , B7c_IN ,(Liczba segmentów: 19)
[ OK ], AP2_OUT , B10c_IN ,(Liczba segmentów: 19)
[ OK ], NIEBIESKI_OUT , B5c_IN ,(Liczba segmentów: 19)
[ OK ], NIEBIESKI_OUT , B12c_IN ,(Liczba segmentów: 19)
[ OK ], NIEBIESKI_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 19)
[ OK ], CYSTERNA_B1b_OUT , B2b_IN ,(Liczba segmentów: 19)
[ OK ], MAUZER_OUT , B4c_IN ,(Liczba segmentów: 19)
[ OK ], CYSTERNA_B10b_OUT , B4c_IN ,(Liczba segmentów: 19)
[ OK ], B1b_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 20)
[ OK ], B10b_OUT , B1c_IN ,(Liczba segmentów: 20)
[ OK ], B10b_OUT , B2c_IN ,(Liczba segmentów: 20)
[ OK ], AP1_OUT , B5c_IN ,(Liczba segmentów: 20)
[ OK ], AP1_OUT , B12c_IN ,(Liczba segmentów: 20)
[ OK ], AP1_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 20)
[ OK ], AP2_OUT , B1b_IN ,(Liczba segmentów: 20)
[ OK ], AP2_OUT , B6c_IN ,(Liczba segmentów: 20)
[ OK ], AP2_OUT , B11c_IN ,(Liczba segmentów: 20)
[ OK ], NIEBIESKI_OUT , B4c_IN ,(Liczba segmentów: 20)
[ OK ], CYSTERNA_B1b_OUT , B1b_IN ,(Liczba segmentów: 20)
[ OK ], MAUZER_OUT , B3c_IN ,(Liczba segmentów: 20)
[ OK ], CYSTERNA_B10b_OUT , B3c_IN ,(Liczba segmentów: 20)
[ OK ], AP1_OUT , B4c_IN ,(Liczba segmentów: 21)
[ OK ], AP2_OUT , B5c_IN ,(Liczba segmentów: 21)
[ OK ], AP2_OUT , B12c_IN ,(Liczba segmentów: 21)
[ OK ], AP2_OUT , CYSTERNA_B1b_IN ,(Liczba segmentów: 21)
[ OK ], NIEBIESKI_OUT , B3c_IN ,(Liczba segmentów: 21)
[ OK ], MAUZER_OUT , B1c_IN ,(Liczba segmentów: 21)
[ OK ], MAUZER_OUT , B2c_IN ,(Liczba segmentów: 21)
[ OK ], CYSTERNA_B10b_OUT , B1c_IN ,(Liczba segmentów: 21)
[ OK ], CYSTERNA_B10b_OUT , B2c_IN ,(Liczba segmentów: 21)
[ OK ], AP1_OUT , B3c_IN ,(Liczba segmentów: 22)
[ OK ], AP2_OUT , B4c_IN ,(Liczba segmentów: 22)
[ OK ], NIEBIESKI_OUT , B1c_IN ,(Liczba segmentów: 22)
[ OK ], NIEBIESKI_OUT , B2c_IN ,(Liczba segmentów: 22)
[ OK ], AP1_OUT , B1c_IN ,(Liczba segmentów: 23)
[ OK ], AP1_OUT , B2c_IN ,(Liczba segmentów: 23)
[ OK ], AP2_OUT , B3c_IN ,(Liczba segmentów: 23)
[ OK ], AP2_OUT , B1c_IN ,(Liczba segmentów: 24)
[ OK ], AP2_OUT , B2c_IN ,(Liczba segmentów: 24)
